comment_id,company,role,description,has_ai_keywords,is_remote,location,salary,requires_python,requires_js,text_length,month,thread_id,scraped_date
41710992,Datadog,Software Engineers,"Datadog | Software Engineers | ONSITE (Boston, Lisbon, Madrid, NYC, Paris, Tel Aviv) | Full-time
Datadog is a monitoring, tracing, logs system, and more, for your infrastructure and services. We build our own tsdb, event store [1][2], distributed tracing tools, cutting edge visualizations, and more. We love shipping great experiences for customers just like us and are growing fast! We write a lot of Go, Java, Python, Typescript (with React), and a bit of other languages. We run on k8s, and are multi-region and multi-cloud.
We're looking for people who can build systems at scale as we process trillions of events per day. Let us know if that's you!
https://dtdg.co/hnwhoshiring
[1]
https://www.datadoghq.com/blog/engineering/introducing-husky
[2]
https://www.datadoghq.com/blog/engineering/husky-deep-dive",False,True,Boston,Not specified,True,True,811,2024-10,41709301,2025-10-24
41716223,IDEXX,Senior Application Security Analyst,"IDEXX | Senior Application Security Analyst | REMOTE (US/NL) | Full-time
IDEXX is a global leader in veterinary diagnostics and water testing, helping pet owners worldwide keep their companion animals healthy and happy, and to ensure safe drinking water for billions. We're seeking a highly skilled and experienced Senior Application Security Analyst to join our product security team.
At IDEXX you will play a pivotal role in supporting and promoting our product security strategy. Your mission: safeguard the integrity of our products throughout their lifecycle. You'll partner with delivery teams to integrate security practices and activities into their pipelines. With your expertise, we'll optimize security testing tools, foster collaboration with development teams, and champion secure development practices across the organization.
Learn more and apply here:
https://careers.idexx.com/us/en/job/J-043290/InfoSec-Applica...",False,True,"expertise, we",Not specified,False,False,931,2024-10,41709301,2025-10-24
41737972,SEEKING FREELANCER,20-40hr/week,"SEEKING FREELANCER | 20-40hr/week | FullStack | C# | React | Svelte | UI/UX | Denver, Colorado | Remote
We are a small medical software company (only 2 employees): Seeking self motivated, full stack developer that can handle an app from start to finish including the UI/UX, design, frontend, and backend part (API in C#). Looking for someone who is willing to learn new things and cooperate and take responsibility for an app, and its completion. Especially interested in an honest employee. Recently spent 1 month going through thousands of applications and hours of interviews for our new hire to be let go after 3 days due to not doing anything and accomplishing nothing. We are trying a new strategy of trying a freelance project which could lead to full time work depending on how things go. Current application that we are working on is a medical software application involving WebRTC storage of video, transcription, and playback. Looking at $30/hr to start and can increase depending on productivity. Please submit resumes to apply@ccdmcases.com.",False,True,Not specified,$30,False,True,1054,2024-10,41709301,2025-10-24
41719852,LOYTEC,Mechatronics Engineer,"LOYTEC | Mechatronics Engineer | Vienna, AT | Full Time | ONSITE
We build hardware & software for smart buildings. Almost everything is manufactured on site in our own R&D and production facility in Vienna, Austria.
We are currently hiring a mechatronics engineer for the following tasks:
- Design & build test fixtures for our production line (Solidworks, Laser Cutting, Mechanics)
- Designing metal & plastic enclosures for our devices (Solidworks, 3D Printing, Injection Moulding, Bending Machine)
- Creating hardware platforms for building automation (Altium, EMC testing, Electronics)
- Documentation, Component selection, troubleshooting.
Requirements:
- Technical education in electronics, electrical engineering or mechatronics.
- Solid knowledge in hardware design, 3D design & mechatronics.
- Must be legally authorized to work in Austria
- Should be located in Austria or willing to relocate.
- Good English skills (German is a plus)
We offer:
- Flexible working hours
- Pleasant working environment, central location in Vienna
- Well-equipped fitness room in the building
- In-house company restaurant where our chef prepares a fresh, three-course menu daily for employees
- Job ticket for free and climate-neutral travel to the office using public transport
- Well-equipped in-house manufacturing (SMD/THT, laser, 3D printer, bending machine, etc.)
- Possibility for 1-2 days of home office
Interested? Questions? Contact me at ndelarich@loytec.com",False,False,in Vienna,Not specified,False,False,1461,2024-10,41709301,2025-10-24
41710758,Senior Backend/FullStack Engineer,Splash.tech,"Senior Backend/FullStack Engineer | Splash.tech | remote | full-time | EU timezone
Based in the UK, we're a top B2B provider in the gaming sector, powering fan engagement in over 50 countries with notable names in sports and entertainment. Founded four years ago, our company has seen a 100%+ revenue growth annually for three consecutive years. The 15-strong team at Splash works fully remote and values independent and self-motivated members. We’re looking for several experienced Software Engineers and technical Product Analysts. As part of a motivated engineering team, you're a key contributor to our success.
Requirements
- 4+ years of relevant engineering experience at tech and product-driven companies
- Proficiency with Java/Spring (backend), full-stack experience is a plus.
- Experience with relational databases (we use Postgres)
- Desire to work fully remote and to proactive working method
- Fluent English
We provide a supportive environment for personal growth with minimal meetings, no unnecessary bureaucracy, competitive market-rate salaries, and seek motivated, driven engineers who are eager to build exceptional products.
Contact: Oliver Renner, CTO - oliver@splash.tech",False,True,"the UK, we're a top B2B provider in the gaming sector, powering fan engagement in over 50 countries ",Not specified,False,False,1194,2024-10,41709301,2025-10-24
41709316,Hoop,Full Stack Senior Engineer,"Hoop | Full Stack Senior Engineer | REMOTE US |
https://hoop.app
Hoop is a venture backed (Index Ventures, Wade Foster, Job van der Voort, Annie Duke, etc…) seed stage startup with a 6 person team (ex-Trello founding team) hiring engineer #3 to build AI task management for busy professionals.
We collaborate fully remote (80% async / 20% sync) and believe in doing more with less. We have a flexible work week with 4 work days worth of intense, focused and efficient hours.
Our product is using LLMs to detect, prioritize and manage tasks and projects. This is an opportunity to work in AI on a real use case that goes deeper than a thin wrapper.
We are an early stage company of passionate builders with paying customers who love the product.
Tech Stack is: typescript, next.js, tailwind, node.js, react, postgres.
Job description + application instructions:
https://hoopapp.notion.site/Full-Stack-Engineer-Hoop-cd324e5...",True,True,Not specified,Not specified,False,True,924,2024-10,41709301,2025-10-24
41710890,Foxglove,Remote,"Foxglove | Remote | Full Time or Contract |
https://foxglove.dev/
Foxglove is the leading observability platform for robotics developers. We help robotics and autonomous vehicle companies log, ingest, organize, and visualize multimodal data. We're well funded (Series A, ~20 people), with an experienced and fast-moving team. Seeking like-minded people to join us!
Americas (must live in U.S. time zones)
- Head of Sales + Solutions Engineering (must have mgmt experience + dev tools/observability sales, robotics or autonomous vehicles experience is awesome but not critical)
- Visualization Tech Lead Manager (TypeScript, React, Three.js, WebGL, Wasm)
- Staff Frontend Visualization Engineer (TypeScript, React, Three.js, WebGL, Wasm)
- Staff Backend Engineer (TypeScript, Node.js, Postgres, bonus if you have Rust, C++, or Python experience)
- Staff Full Stack Engineer (any combo of above tech)
Oceania (Australia / New Zealand time zones)
- Staff Contract Rust Engineer
https://foxglove.dev/careers",False,True,Not specified,Not specified,True,True,1003,2024-10,41709301,2025-10-24
41711624,env0/OpenTofu,Remote,"env0/OpenTofu | Remote | Europe/Americas | Full-time | Open Source Software Engineer
We’re a funded startup, building a platform that helps you automate and manage your IaC operations across different IaC frameworks. env0 helps you rolling out developer self-service, enhancing security and reliability of your IaC runs, all while accelerating deployments and lowering costs
We are also one of the companies behind the OpenTofu[0] initiative, and are now hiring engineers to the OpenTofu core team. We’re looking for self-sufficient mid-to-senior software engineers, ideally with experience maintaining open-source projects. Your work will be 100% OpenTofu-related.
You can apply here[1], if that sounds interesting to you!
[0]:
https://opentofu.org
[1]:
https://www.comeet.com/jobs/env0/B6.005/open-source-engineer...",False,True,Not specified,Not specified,False,False,818,2024-10,41709301,2025-10-24
41721958,Cobalt.io,Data Engineering,"Cobalt.io | Data Engineering | US (Remote) | Full-time |
https://cobalt.io
Cobalt helps secure leading companies (e.g. Dropbox, PagerDuty) by connecting them with on-demand pentesting experts. Our application brings both sides together to identify, triage and fix vulnerabilities. Ten years in and over 40K commits later, our technology has been battle tested by thousands of users and we’re still having fun. We’re a team of can-do people who care about craft, collaboration, and our customers.
If you enjoy making an impact and want to drive innovation in offensive security, the Cobalt Engineering team is excited to hear from you.
All applicants will need to be permitted to work in the US. If you're a level above or below, we can consider you for this role. >>
+ Senior Data Engineer (AI):
https://boards.greenhouse.io/cobaltio/jobs/7654275002",False,True,"below, we",Not specified,False,False,849,2024-10,41709301,2025-10-24
41712793,Two Six Technologies,Lead Linux Software Developer,"Two Six Technologies | Lead Linux Software Developer | Arlington, VA | ONSITE | Full Time|
https://job-boards.greenhouse.io/twosixtechnologies/jobs/517...
We are seeking candidates with a strong background in transforming Proof-of-Concepts developed by our reverse engineering team into fully operational capabilities for our clients. Ideal candidates will have experience in firmware and hardware reverse engineering, Linux/UNIX kernel development, and 4G/5G telecommunications research. If you specialize in embedded security, we encourage you to apply. Applicants with a TS clearance and eligibility for SCI are preferred. If you're interested and meet these qualifications, please reach out to our recruitment team at recruiting@twosixtech.com. To learn more about us, visit our website at twosixtech.com.",False,False,"Arlington, VA",Not specified,False,False,809,2024-10,41709301,2025-10-24
41715014,Peerbound,Senior Founding Software Engineer,"Peerbound | Senior Founding Software Engineer | NYC | Full-Time | >= $180k + 1% equity
Peerbound is a venture-backed enterprise software startup, led by a second-time founder (first startup acquired by a public SaaS company) and a small, tight-knit team of seasoned engineers, designers, and operators from market-leading software companies. Peerbound’s mission is to help companies win their markets by unlocking and amplifying the voices of their customers.
We are looking for a senior founding engineer to take ownership of new projects and accelerate the team’s progress against our roadmap. You will work cross-functionally with product and design and at all levels of the tech stack.
In a typical month, you might do one or more projects like these:
*Prototype a chat-based interface that allows writers to accelerate their editing process
*Build data pipelines to collect, clean, and organize data from 3rd party APIs
*Select and configure a vector database to support a new RAG-based feature
*Add real-time collaboration to our rich semantic content editor
Please email us (stephen at peerbound dot com)",False,False,Not specified,$180k,False,False,1111,2024-10,41709301,2025-10-24
41722414,Irwin,"Toronto, Canada","Irwin | Toronto, Canada | Remote | Staff Platform Front End | React.js, MUI |
https://www.getirwin.com/
Hi, I'm the Director of Engineering at Irwin. We are a rapidly growing Fintech startup, located in Toronto, Canada. We are remote-first and hire from all over North America. We have a Staff Platform Front End position open for developers who have experience with React.js, MUI, and other modern front-end frameworks, libraries, and tools.
You can read more details and apply here:
https://irwin.applytojobs.ca/engineering/33185
Our Glassdoor reviews can be found here:
https://www.glassdoor.ca/Reviews/Irwin-Canada-Reviews-E23019...",False,True,Toronto,Not specified,False,True,636,2024-10,41709301,2025-10-24
41722630,Cosium,Senior staff full stack engineer (java + typescript),"Cosium | Senior staff full stack engineer (java + typescript) | Versailles, France | Full time | On site | 80K€-100K€
https://github.com/Cosium
https://www.linkedin.com/company/cosium/jobs
Cosium has been a software editor and cloud provider since 2003. It is specialized in healthcare solutions.
Cosium software engineer missions are various. You could be working on an IOT project before being tasked to implement a new api for the invoicing system requiring contributing to an Open Source project.
Cosium is also an important Open Source software contributor. We have made many contributions to projects like Chromium, Hibernate and Keycloak. Take a look at
https://github.com/Cosium
.
What You Need:
- CS degree or equivalent experience
- 5+ years of non-trivial JVM language experience
- professionnal French
- professionnal English",False,False,Not specified,Not specified,False,True,837,2024-10,41709301,2025-10-24
41735487,Nowadays,Founding Engineer,"Nowadays (YC S23) | Founding Engineer | ONSITE (San Francisco) | Full-time
https://www.ycombinator.com/companies/nowadays
Nowadays is an AI copilot that automates the boring parts of planning corporate events. For example, our AI can contact venues by email and phone to get availability, deal with back-and-forth negotiations, and present the best options.
We’re looking for founding engineer at Nowadays — someone who’s proactive, generalist full-stack, loves bringing people together, and comfortable shipping end-to-end products. We use Next.js and Supabase to build our platform. Your role will involve continuously innovating, automating processes, and pushing the boundaries of what’s possible with AI in event planning.
Learn more about Nowadays:
https://nowadays.ai/
Feel free to email me at anna@getnowadays.com!",False,False,San Francisco,Not specified,False,False,822,2024-10,41709301,2025-10-24
41717232,TurboML (,Not specified,"TurboML (
https://turboml.com/
) | Remote | Software Engineer / ML Engineer
TurboML is an ML platform reinvented for real-time. We specialize in bringing real-time ML—similar to the tech behind TikTok—to improve use cases such as fraud detection and recommendations.
Software Engineer: Experience building data, ML, or analytics platforms; Experience with streaming data frameworks such as Apache Kafka and Apache Flink; Proficient in C++ and Rust; previously worked with small teams
ML Engineer: Understand the production lifecycle of ML models; Experience managing multiple ML models in production including retraining; Experience with incremental model training and ML experimentation
Apply here:
https://turboml.com/careers",True,True,"data, ML",Not specified,False,False,727,2024-10,41709301,2025-10-24
41709840,Solventum,Hybrid,"Solventum (formerly 3M Health Care) | Hybrid | St. Paul, MN or Pittsburgh, PA |
https://solventum.com
Solventum is a new health care company with a rich history, formed through a spinoff from 3M. We are committed to enabling better, smarter, and safer healthcare to improve lives, through innovations at the intersection of health, material and data science. These positions are in the Corporate Research Labs, supporting Solventum's development of next generation connected medical devices. Our group takes part in all stages of technology development from early R&D through commercialization. Platform development, application development, and applied research are all in scope.
Visit this link to learn more about who we are, what we do, and our impact and innovation:
https://www.solventum.com/en-us/home/our-company
Here are our open roles:
* Senior Software Engineer (Backend):
https://healthcare.wd1.myworkdayjobs.com/en-US/Search/job/Se...
* Senior Software Engineer (Frontend):
https://healthcare.wd1.myworkdayjobs.com/Search/job/US-Minne...
Expected comp range is $160-$195k.
Tech Stack: C#, Java, Postgres, AWS, React, React Native, TypeScript
If you're interested in learning more about these roles or you're planning to apply, please reach out to me personally! My email address is my HN username with the numeral 2 appended at solventum dot com.",False,False,"Paul, MN",$160-$195k,False,True,1359,2024-10,41709301,2025-10-24
41711198,Cargado,"(Senior) Software Engineer, Founding Data (Analytics) Engineer","Cargado | (Senior) Software Engineer, Founding Data (Analytics) Engineer | REMOTE (US) | Full-time
Cargado is an early stage technology startup revolutionizing how U.S.-Mexico cross-border logistics is executed. Founded by experienced entrepreneurs [Matt Silver](
https://www.linkedin.com/in/mattpsilver/
) (second-time founder/CEO after a successful exit and long-time freight veteran) and [Rylan Hawkins](
https://www.linkedin.com/in/rylanhawkins/
) (CTO, Ex-Convoy, Ex-Microsoft, and previous founder).
Mexico has recently taken over the #1 spot as the United States’ leading trading partner. Laredo, TX is the number one port in the United States importing and exporting everything we need and use everyday. The need for simplifying the complexities of freight moving across the border, creating a more reliable and connected supply chain has never been greater. Cargado has strong competitive advantages in the connections, experience and understanding of the market to help solve these problems. Combining seasoned industry experience with world-class technology, the company is well-equipped to bring the logistics industry into the future.
We have raised nearly $10M in venture capital so far.
We are not quite a year old, ~15 people, have strong revenue, and rapidly growing number of customers. Read a little bit about our first product offering [here](
https://www.freightwaves.com/news/exclusive-cargado-launches...
).
Tech stack: Typescript, React, PostgreSQL, AWS
Apply at
https://jobs.",False,True,"CTO, Ex",$10,False,True,1561,2024-10,41709301,2025-10-24
41712626,Topaz Labs,Engineers + Researchers + Sales + Operations,"Topaz Labs | Engineers + Researchers + Sales + Operations | Onsite in Dallas, TX | Full-Time | 130-250k+ equity
Topaz Labs (AI photo and video enhancement software) bootstrapped from zero to $45m in revenue most recently in 2023. We’re hiring for software engineers, PhD researchers, chief of staff, sales / account executives.
Stack: C++ / Python 
Customers: Netflix / Warner Bros / Lionsgate / Nvidia / Apple / Google / Tesla (1.5m total users)
Check out our openings at
https://www.topazlabs.com/careers
Contact:
https://www.linkedin.com/in/russdrivessaabs/
||| russell.pompea@topazlabs.com",False,False,"Dallas, TX",$45,True,False,593,2024-10,41709301,2025-10-24
41710506,Datawrapper,Product & Visual Designers,"Datawrapper | Product & Visual Designers | On-Site or Remote (EU&UK) | FTE / 80% (4-day week)
We're looking for product/UI/UX designers, both for brand & communications as well as our data visualization product.
Datawrapper is a data visualization tool for journalists & other publishers. Used by NYT, Washington Post, AP, and many others. You’ve likely seen a Datawrapper visualization before - election results, Covid numbers, maps on world events, etc. are created using Datawrapper. We reach >200 million unique monthly visualisation viewers with a team of just over 30 people, fully bootstrapped. Looking for 2 talented designers to join our team.
https://www.datawrapper.de/careers
hiring at datawrapper dot de",False,True,"Post, AP",Not specified,False,False,716,2024-10,41709301,2025-10-24
41710640,DASH Tech Integrated Circuits,Compiler Engineer,"DASH Tech Integrated Circuits | Compiler Engineer | REMOTE (US only) | Full-Time or Contract Opportunities
We are seeking a talented and motivated Compiler Engineer to join our dynamic team and play a pivotal role in designing, developing, and optimizing compilers that power DASH Tech IC’s innovative platforms. You will be responsible for the design, development, and optimization of compilers for platforms that are tailored to the unique requirements of RF systems. Our primary compiler target platform is the Domain Adaptive Processor - a locally heterogeneous, globally homogeneous, 256-core systolic-array processor.
https://dashtechic.com/careers
You can reach me directly at jacob.holtom [at] dashtechic [dot] com",False,True,Not specified,Not specified,False,False,722,2024-10,41709301,2025-10-24
41712233,HIVED,hived.space,"HIVED | hived.space | Senior Backend Engineer | London, On-site
At HIVED we reimagine parcel delivery - built on a modern tech stack with sustainability, flexibility and scale at its core. We're one of the fastest-growing startups in Europe, well-funded and are taking on the incumbents in an industry that's historically dysfunctional for recipients, retailers, workers and the environment.
Our Tech team works cross-functional and develops in-house solutions for routing and optimisation problems, large-scale parcel tracking, industry-leading recipient experience and intelligent solutions for our real-world operations.
Seeking: Senior Backend Engineer
Tech Stack: Golang, AWS
All roles:
https://hivedhq.teamtailor.com/jobs
Contact: jg [at] hived.space",False,False,"London, On",Not specified,False,False,756,2024-10,41709301,2025-10-24
41714707,"Balun Energy // Vienna, Austria On",Site // Senior Data Engineer and Senior MLOps Engineer // Full,"Balun Energy // Vienna, Austria On-Site // Senior Data Engineer and Senior MLOps Engineer // Full-Time 65-80k Euro + equity
We develop forecasting algorithms for wind and solar power production. Looking for passionate, driven, versatile people. Make a tangible impact towards sustainable energy.
* Small, ambitious, technical team (6 ppl)
* Shape the future of our startup: own, architect, and implement
* Help us solve tough problems in data. E.g. how to reconcile many data sources and create an efficient MLOps architecture?
Must be in or willing to relocate to Vienna, Austria. Visa Sponsorships available
Tech Stack: Python, Spark, Databricks, PyTorch, AWS, Time Series Forecasting, Meteorology. (you can add things you like to this list)
Send an email to (name in HN profile)@balun.energy to apply.",True,False,Not specified,Not specified,True,False,804,2024-10,41709301,2025-10-24
41713352,Kanary,Remote (US or Canada),"Kanary | Remote (US or Canada) | Product Engineer | Full Time
We’re building the fastest way to fight doxxing, digital stalking, and deepfakes.
As the first Product Engineer, you’ll help launch and scale our mobile app, Kanary Copilot. Copilot automates data removal requests, fixes social media settings, monitors for risks, and sorts through thousands of expert recommendations for what’s relevant. All from the privacy of your device.
Join our team of 6, proudly backed by YC, 2048.vc, and Mozilla, and now funded by our customers.
Details:
https://www.kanary.com/join-the-team
We use iOS (Swift UI), Python/Django, React/Typescript, and AWS.
Email me rachel[at]kanary[dot]com (I’m the founder).
Add “HN” in the subject for a faster response.",False,True,Not specified,Not specified,True,True,745,2024-10,41709301,2025-10-24
41714460,Surge AI (,Not specified,"Surge AI (
https://surgehq.ai
) | Software Engineers (full-stack / product
https://surgeai.notion.site/Product-Engineer-4211688ff99b46d...
) and Strategic Project Lead (
https://surgeai.notion.site/Strategic-Projects-Lead-Generati...
) | Full-time | SF, NYC, or Remote
Our mission at Surge is to build the human infrastructure behind the next wave of AI and LLMs. We’re building a data platform that powers AI teams at OpenAI, Anthropic, Meta, Google, and more. Reinforcement Learning with Human Feedback is the critical technique behind the new generation of AI assistants, and that human feedback comes from us. Our product has been a game-changer for the top AI teams in the world. Here are some examples of our past work:
- Creating the GSM8K dataset:
https://www.surgehq.ai/blog/how-we-built-it-openais-gsm8k-da...
- Collecting RLHF data for Anthropic's Claude:
https://www.surgehq.ai/case-studies/anthropic-claude-surgeai...
You’d be joining a small, rapidly growing team of former engineering and ML leaders from Google, Meta, Twitter, and Airbnb. We work in small groups, ship quickly, and value autonomy and ownership. No previous AI experience is required, if you have the engineering skills you can learn what you need on the job.
We're looking for engineers with a few years of experience and you can work out of our offices in SF, NYC, or remotely. Please reach out to us at careers@surgehq.ai with a resume and 2-3 sentences describing your interest. Excited to hear from you!",True,True,"NYC, or",Not specified,False,False,1490,2024-10,41709301,2025-10-24
41711308,Aidentified,"Front End Engineer, Data Engineer","Aidentified | Front End Engineer, Data Engineer | Charlotte, NC - Hybrid | Full time
Aidentified (
https://www.aidentified.com
) is a fast growing Series-B company working on big data and machine learning challenges.
* Front End Engineer:
https://careers.aidentified.com/jobs/67199-senior-front-end-...
* Data Engineer:
https://careers.aidentified.com/jobs/66399-senior-data-engin...",True,False,"Charlotte, NC",Not specified,False,False,383,2024-10,41709301,2025-10-24
41709734,Eigen,Full-Time,"Eigen | Full-Time | ai product engineers | REMOTE (all remote) | Hiring GMT-8 to GMT+2 Eigen helps companies build world-class AI products, enabled by the cutting edge of AI and LLMs. Products span spaces from edtech to leadgen to finance.
* we are a real business — profitable with $XM in revenue this year.
* we need: smart, in the details, ai product engineers. Experience with typescript stacks and/or python is fantastic.
* smart team. ex. stanford ai lab, harvard, uber, tinder, etc.
* if you're a fullstack ts product dev and are interested in growing into AI, this role is also perfect for you.
* if you like learning about new industries and working on different kinds of projects regularly, this role is perfect for you.",True,True,"smart, in",Not specified,True,True,730,2024-10,41709301,2025-10-24
41716936,Klaro,Founding Engineer,"Klaro | Founding Engineer | Onsite (Sydney, Australia)
We are building a collaborative workspace to help non-technical, non-financial people work with numbers. We have an ambitious goal and are looking for an equally ambitious engineer.
Key things you would be working on:
- Sync engine for local first experience. 
  - Custom graph computation engine.
  - Building a novel canvas experience on the frontend.
Website:
https://www.klaroapp.com/
Apply here:
https://www.klaroapp.com/founding-engineer",False,False,Not specified,Not specified,False,False,498,2024-10,41709301,2025-10-24
41710831,Headset.io,Data Engineer,"Headset.io | Data Engineer | REMOTE (US) | Full-time |
https://www.headset.io
Headset provides the leading data analytics & market intelligence platform for the cannabis industry.  We play a critical role in the supply chain, collecting, organizing, and analyzing more than $1B in sales every month.
Currently hiring a Data Engineer role, responsible for keeping our data pipeline on time, all the time.  If dbt and Snowflake are your jam, take a look for more details:
https://www.headset.io/careers",False,True,Not specified,$1,False,False,500,2024-10,41709301,2025-10-24
41718888,Reckon Digital,Data engineer,"Reckon Digital | Data engineer | Remote or Hybrid (London)
RD (
https://reckondigital.com
) is looking for somebody to work on data pipelines for our client, a humanitarian organisation. Relevant technologies: Python; Pandas; AWS (mostly Lambda / S3); SQL (including fairly complex queries); Git; Pytest; Pydantic; Jupyter Notebooks; Django (just used for db migrations, not the web part).
It's a bonus if you can make it into our Farringdon office, at least sometimes. Starting ASAP. We currently have work until January, but there could be more in future",False,True,"office, at",Not specified,True,False,556,2024-10,41709301,2025-10-24
41711607,Defense Digital Service,Cyber Security Engineer,"Defense Digital Service | Cyber Security Engineer | REMOTE (US-only) |
https://www.dds.mil/jobs
Defense Digital Service (DDS) is part of the Department of Defense’s Chief Digital and Artificial Intelligence Office (CDAO), working to tackle the department’s highest-priority digital challenges.  We deliver better services to the warfighter through design and technology.
We are hiring for a Cyber Security Engineer who will work on the Department of Defense's flagship paid bug bounty, as well as implementing modern security solutions across a number of DDS products.",True,True,"(CDAO), working to tackle the department’s highest-priority digital challenges.  We deliver better s",Not specified,False,False,568,2024-10,41709301,2025-10-24
41722410,Supabase,time || supabase.com Supabase is an open,"Supabase (YC S20) || Remote || Full-time || supabase.com Supabase is an open-source Backend platform offering a Postgres database, vector extensions, auth, real-time functionality, storage, restful APIs, and edge functions.
We're seeking a Cloud Platform / Site Reliability Engineer:
https://jobs.ashbyhq.com/supabase/3b26b2c9-1e30-4e15-ae31-0c...
More open jobs here
https://supabase.com/careers
, we manually check and respond to all the applications.",False,True,Not specified,Not specified,False,False,453,2024-10,41709301,2025-10-24
41803072,Arctos Technology Solutions,Senior Software Engineer,"Arctos Technology Solutions | Senior Software Engineer |
https://arctos-us.com/space-launch-safety-analysis
| Hybrid (US/Florida) | Full Time | $110-145k
Think space launch is cool? Want to help make sure it's done safely?
We are seeking a talented and motivated Software Developer to join our application development team while serving as a forward-engineer for application systems deployed at U.S. Space Force locations in Florida. Ideally you'll be  comfortable deploying and troubleshooting applications in Windows and Linux environments and have a strong software development background in .NET or a similar object-oriented programming (OOP) language. Strong communication skills and the ability to collaborate with a remote team are a must.
Because of the requirements, this is for US Persons only. If you're interested, we'd like to talk. Email me if you have questions at christopher.wacek at arctos-us dot com, or apply here with a note you saw this on HN:
https://workforcenow.adp.com/mascsr/default/mdf/recruitment/...",False,True,"interested, we",$110-145k,False,False,1029,2024-10,41709301,2025-10-24
41728978,Spectral (,engineers that share our mission.,"Spectral (
http://spectral.energy
) | Multiple Positions | Full-Time | Amsterdam, the Netherlands | VISA Sponsorship Available | Primarily On-Site, with flexibility for some remote working days.
Spectral develops technical solutions that help propel the evolution of smart energy networks. We are involved across the whole grid, whether it's a community, building, energy farm, neighborhood, or all at the same time! Some areas we focus on include: improving asset efficiency, unlocking the value of energy storage, facilitating demand flexibility, and locally produced renewable energy.
We believe that one of the most urgent issues of our time is the challenge of providing for our energy needs in a sustainable way. We are looking for engineers that share our mission.
ABOUT THE TEAM: An awesome, multicultural and very ambitious entrepreneurial team and the chance to change the world for the better by creating innovative software! No unnecessary hierarchy, but a team of like-minded individuals that are committed to making a lasting change in the energy landscape.
TECH: Python (with some golang and C#), Google Cloud, Postgres & TimescaleDB, gRPC, Kubernetes, Docker, Ansible, Terraform, HTML, CSS, RabbitMQ, Vue.js, Reactjs, front-end, DevOps, Typescript, REST, Git, SCADA systems, .Net, Linux, CI/CD, IoT, Azure, AWS, Sass or less, Git, Three.js
WHERE DO I APPLY?
https://spectral.energy/careers/",False,True,"neighborhood, or",Not specified,True,True,1406,2024-10,41709301,2025-10-24
41710526,Nile Health,Software Engineer,"Nile Health | Software Engineer | Boston or San Francisco (ONSITE) | Full-Time
We’re building a service to help consumers navigate healthcare more easily. It’s the kind of tool that I wish already existed — a way to quickly chat with a highly-qualified doctor about a health problem, figure out the right next steps, and then get care virtually or in-person (including highly accurate estimated upfront prices).
We have an experienced team that has built a successful company in this space before. After raising a seed round from top-tier investors just over a year ago, we launched a first version of our service in several states. Customer feedback has been enthusiastic (NPS hovering above 80) and unit economics look good, so we are working to scale the service and make it available nationwide by early 2025. You won’t find much about us online yet, but we’ll share our story more publicly soon.
We're looking for engineers who are excited about building a seamless and beautiful consumer healthcare product. We care deeply about technical excellence but also move quickly. We don’t expect you to have a healthcare background (though it’s great if you do!), but you should be excited by the prospect of digging into the messy complexities of the American healthcare system (navigating price transparency data from payers, integrating with EHRs, medical billing, provider credentialing, etc).
If that sounds exciting to you, email me at noah@nile.health",False,False,"ago, we",Not specified,False,False,1457,2024-10,41709301,2025-10-24
41728520,Runna,"for a variety of roles, and in particular:","Runna |
https://www.runna.com/careers
| London (UK) | ONSITE or UK REMOTE | Full time
We provide world-class running training, coaching and community for everyone, whether they're starting running for the first time, improving their 5k time or training for your 10th marathon. We are a young, profitable start-up approaching a head count of 90.
We have Android and iOS apps (React native), an Apple Watch app (SwiftUI) and a Python backend. We are currently hiring for a variety of roles, and in particular:
- Senior Data Platform Engineer:
https://public.runna.com/Software-Engineer-Data-Platform-Sen...
- Mid/Senior Software Engineer:
https://public.runna.com/Software-Engineer-Growth-Mid-Senior...
- Full-Stack Software Engineer:
https://public.runna.com/Software-Engineer-Full-Stack-89e87c...
We also have openings for internships and graduate positions in full stack, backend and ML roles.
You can find out more about us and the roles in the links above!",False,True,London,Not specified,True,True,959,2024-10,41709301,2025-10-24
41734760,Near Earth Autonomy,Senior Staff GNC Engineer,"Near Earth Autonomy | Senior Staff GNC Engineer | Pittsburgh, PA, USA | Full-Time | Onsite
Near Earth Autonomy develops autonomous flight systems. Through our partnerships with the world’s largest aerospace companies, our systems enable aerial logistics and inspection applications. Our dedicated and enthusiastic team has developed safe flight technology that works on vehicles from small drones to full-scale helicopters.
Robotics engineers at Near Earth develop, refine and deploy perception, motion planning, navigation, guidance, control system, localization, and/or calibration algorithms and integrate these onto aircraft ranging from small drones to full-size helicopters for aerial mobility applications.
- Expertise or specialization in guidance, navigation, control systems, or motion planning 
- Working knowledge of drones or aircraft systems, suitable for easily integrating new software and diagnosing problems
- Strong C++ design and programming skills
- Due to the nature of Near Earth’s funding, this position requires US citizenship or Permanent Resident status
Apply here and Add HackerNews in the Referral Source :
https://jobs.nearearth.aero/apply/arcwp8YzHU/Senior-Staff-GN...
For more questions, email me at Megan.zimmerman at nearearth dot aero.",False,False,"Pittsburgh, PA",Not specified,False,False,1270,2024-10,41709301,2025-10-24
